Symbol,Name,Price(Intraday),Change,%Change,Volume,Avg Vol(3 month),Market Cap,PE Ratio(TTM),Type
44B.BE,Vistry Group PLC,8.55,-0.02,-0.23%,45,0,,,Consumer Cyclica
D7A.BE,Aptiv PLC,92.10,-0.84,-0.90%,48,0,,,Consumer Cyclica
RUZ.SG,Universal Entertainment Corp,15.50,-0.2,-1.27%,0,24,,,Consumer Cyclica
9NF.SG,NFI Group Inc,6.35,-0.05,-0.78%,0,1,,,Consumer Cyclica
8GM.HA,General Motors Co,34.71,0.16,+0.46%,50,0,,,Consumer Cyclica
8MI.BE,Minor International PCL,0.8600,-0.01,-1.15%,150,0,,,Consumer Cyclica
OM6.BE,O'Reilly Automotive Inc,843.20,6.8,+0.81%,6,0,,,Consumer Cyclica
EYX.SG,EXOR NV,81.08,-0.08,-0.10%,0,0,,,Consumer Cyclica
P1I.SG,Piaggio & C. SpA,3.7560,-0.012,-0.32%,0,241,,,Consumer Cyclica
YSON.SG,Sonae SGPS SA,0.9025,-0.002,-0.22%,0,43,,,Consumer Cyclica
PNF.SG,Pininfarina Spa,0.7860,0.006,+0.77%,0,0,,,Consumer Cyclica
DAII.SG,Mercedes-Benz Group AG,18.60,0.1,+0.54%,0,85,,,Consumer Cyclica
VTS.SG,Vitesco Technologies Group AG,13.50,-0.3,-2.17%,0,4,,,Consumer Cyclica
VIB3.MU,Villeroy & Boch AG,19.25,0.6,+3.22%,145,72,,,Consumer Cyclica
5MIA.BE,Maoye International Holdings Ltd,0.0255,-0.0005,-1.92%,0,0,,,Consumer Cyclica
LV2B.MU,Levi Strauss & Co,13.74,-0.02,-0.15%,100,8,,,Consumer Cyclica
M8V.MU,Marriott Vacations Worldwide Corp,118.00,-2.0,-1.67%,100,0,,,Consumer Cyclica
TUI1.MU,TUI AG,7.08,0.09,+1.32%,500,"3,664",,,Consumer Cyclica
ZIL2.BE,ElringKlinger AG,8.61,-0.12,-1.37%,144,83,,,Consumer Cyclica
MBG.BE,Mercedes-Benz Group AG,75.35,0.15,+0.20%,7,471,,,Consumer Cyclica
RNE1.SG,Gaming Realms PLC,0.3200,-0.022,-6.43%,0,0,,,Consumer Cyclica
53H0.BE,Arcimoto Inc,1.4520,0.0,0.00%,98,0,,,Consumer Cyclica
CEC.BE,Ceconomy AG,2.1500,-0.018,-0.83%,"1,000",558,,,Consumer Cyclica
G7M.BE,EBET Inc,0.1790,0.004,+2.29%,500,0,,,Consumer Cyclica
M5M1.BE,Mr Price Group Ltd,7.35,-0.05,-0.68%,75,0,,,Consumer Cyclica
HRB.DU,H&R Block Inc,29.85,0.01,+0.03%,20,0,,,Consumer Cyclica
LWE.MU,Lowe's Companies Inc,199.42,0.0,0.00%,24,0,,,Consumer Cyclica
BUI.SG,Burlington Stores Inc,139.00,3.0,+2.21%,0,1,,,Consumer Cyclica
GTR.BE,Goodyear Tire & Rubber Co,12.86,0.83,+6.90%,150,2,,,Consumer Cyclica
FSL.DU,Fossil Group Inc,2.0580,0.013,+0.64%,450,0,,,Consumer Cyclica
CJA1.DU,Alimentation Couche-Tard Inc,44.48,-0.59,-1.31%,32,0,,,Consumer Cyclica
HDM.BE,Honda Motor Co Ltd,28.63,-0.67,-2.29%,100,1,,,Consumer Cyclica
RRN.MU,Red Robin Gourmet Burgers Inc,11.70,0.2,+1.74%,"1,100",0,,,Consumer Cyclica
0CT.BE,Card Factory PLC,1.0020,-0.024,-2.34%,100,1,,,Consumer Cyclica
N9J.DU,NagaCorp Ltd,0.5560,0.003,+0.54%,"5,094",89,,,Consumer Cyclica
NB5.BE,Nitto Boseki Co Ltd,17.00,0.0,0.00%,150,0,,,Consumer Cyclica
BDO.DU,Clarus Corp,7.20,-0.25,-3.36%,,0,,,Consumer Cyclica
GTR.DU,Goodyear Tire & Rubber Co,12.84,-0.06,-0.50%,60,3,,,Consumer Cyclica
LB3A.SG,Qurate Retail Inc,0.8203,0.0003,+0.04%,0,418,,,Consumer Cyclica
OWK.BE,Onward Holdings Co Ltd,2.3600,-0.02,-0.84%,50,6,,,Consumer Cyclica
CV0.DU,Carvana Co,23.64,0.36,+1.55%,220,2,,,Consumer Cyclica
PL0.SG,Playa Hotels & Resorts NV,8.10,-0.05,-0.61%,0,10,,,Consumer Cyclica
AMZ1.MU,Amazon.com Inc,10.80,0.0,0.00%,19,21,,,Consumer Cyclica
PPX.HA,Kering SA,515.20,-5.8,-1.11%,1,2,,,Consumer Cyclica
LMO.BE,Lithia Motors Inc,248.00,0.0,0.00%,20,0,,,Consumer Cyclica
WHF4.SG,Whitbread PLC,39.16,0.05,+0.13%,0,0,,,Consumer Cyclica
KFI1.SG,Kingfisher PLC,2.7070,-0.027,-0.99%,0,85,,,Consumer Cyclica
19S.MU,Sabre Corp,3.2760,-0.006,-0.18%,120,0,,,Consumer Cyclica
NO3.DU,Noodles & Co,3.0000,-0.06,-1.96%,300,0,,,Consumer Cyclica
66B.DU,Bonava AB,1.5370,-0.002,-0.13%,182,3,,,Consumer Cyclica
DHER.MU,Delivery Hero SE,35.56,-0.68,-1.88%,40,17,,,Consumer Cyclica
LVH3.SG,Jackpot Digital Inc,0.0415,-0.0015,-3.49%,0,0,,,Consumer Cyclica
41B.SG,Bellway PLC,24.78,-0.18,-0.72%,0,0,,,Consumer Cyclica
1YN.DU,YETI Holdings Inc,32.40,0.0,0.00%,21,0,,,Consumer Cyclica
LE3.DU,Leslies Inc,9.15,-0.05,-0.54%,150,0,,,Consumer Cyclica
XGR2.HA,Compass Group PLC,25.60,0.2,+0.79%,165,2,,,Consumer Cyclica
RCK.MU,Rocky Brands Inc,18.60,0.0,0.00%,40,0,,,Consumer Cyclica
CS6.SG,Cascades Inc,8.10,0.0,0.00%,0,15,,,Consumer Cyclica
788.HM,Coupang Inc,15.32,0.01,+0.03%,150,3,,,Consumer Cyclica
NXG.SG,Next PLC,73.50,-1.5,-2.00%,0,0,,,Consumer Cyclica
DL7A.DU,Dillard's Inc,312.80,6.8,+2.22%,6,0,,,Consumer Cyclica
YMA.SG,Yamaha Motor Co Ltd,25.50,-0.4,-1.54%,0,0,,,Consumer Cyclica
3PL.SG,Planet Fitness Inc,63.00,-1.0,-1.56%,0,1,,,Consumer Cyclica
33L.DU,Lululemon Athletica Inc,347.85,2.4,+0.69%,40,0,,,Consumer Cyclica
4K8.MU,Kamux Corp,5.49,-0.03,-0.45%,96,0,,,Consumer Cyclica
9MDA.MU,Meituan,31.80,1.2,+3.92%,40,0,,,Consumer Cyclica
Y92.DU,Ambari Brands Inc,0.1390,-0.003,-2.11%,"1,300",44,,,Consumer Cyclica
OM6.HA,O'Reilly Automotive Inc,844.60,6.2,+0.74%,5,0,,,Consumer Cyclica
AAM.SG,Man Wah Holdings Ltd,0.6250,0.015,+2.46%,0,43,,,Consumer Cyclica
DIO.DU,Christian Dior SE,806.50,17.5,+2.22%,3,0,,,Consumer Cyclica
0R6.BE,Restaurant Brands International Inc,69.54,-0.56,-0.80%,120,2,,,Consumer Cyclica
6Z1.MU,Airbnb Inc,116.26,1.36,+1.18%,20,11,,,Consumer Cyclica
MMF.BE,Modine Manufacturing Co,28.80,-0.6,-2.04%,10,50,,,Consumer Cyclica
PPX.DU,Kering SA,526.60,13.0,+2.53%,2,2,,,Consumer Cyclica
06S.DU,Sportsman's Warehouse Holdings Inc,4.5200,0.12,+2.73%,250,0,,,Consumer Cyclica
HI91.DU,Hilton Worldwide Holdings Inc,127.55,-0.55,-0.43%,3,0,,,Consumer Cyclica
HMSB.DU,Hennes & Mauritz AB,13.12,0.1,+0.78%,"1,501",27,,,Consumer Cyclica
TN2.DU,Technogym SpA,8.95,-0.02,-0.17%,42,0,,,Consumer Cyclica
TEM.BE,Tongcheng Travel Holdings Ltd,2.0600,0.02,+0.98%,0,0,,,Consumer Cyclica
HA5.DU,China Harmony Auto Holding Ltd,0.1025,-0.0075,-6.82%,"9,300",163,,,Consumer Cyclica
05B.DU,Hopium SA,1.2960,-0.012,-0.92%,300,8,,,Consumer Cyclica
FU2.BE,Funko Inc,11.74,-0.4,-3.29%,490,0,,,Consumer Cyclica
JVC.BE,JVCKenwood Corp,3.2400,-0.08,-2.41%,51,0,,,Consumer Cyclica
GKE.MU,Hisense Home Appliances Group Co Ltd,2.1250,0.0,0.00%,"4,000",75,,,Consumer Cyclica
AFG.DU,American Eagle Outfitters Inc,10.69,-0.06,-0.56%,70,0,,,Consumer Cyclica
13W.SG,,5.79,-0.28,-4.61%,0,74,,,Consumer Cyclica
ELXC.HA,Electrolux AB,12.47,0.0,0.00%,596,10,,,Consumer Cyclica
7IG.SG,International Game Technology PLC,27.80,-0.2,-0.71%,0,0,5.572B,,Consumer Cyclica
9HP.MU,Spinnova Oyj,5.09,0.0,0.00%,150,3,,,Consumer Cyclica
HYU.HM,Hyundai Motor Co,38.50,-0.2,-0.52%,52,7,,,Consumer Cyclica
DHG.SG,Dalata Hotel Group PLC,4.2300,-0.005,-0.12%,0,0,,,Consumer Cyclica
FU2.SG,Funko Inc,11.74,-0.24,-2.00%,0,0,,,Consumer Cyclica
485.MU,Amcor PLC,9.50,0.0,0.00%,200,67,,,Consumer Cyclica
A5SA.HA,Aston Martin Lagonda Global Holdings PLC,3.4060,-0.014,-0.41%,400,7,,,Consumer Cyclica
1WF.DU,Wayfair Inc,48.25,-0.3,-0.62%,20,0,,,Consumer Cyclica
NFA.MU,Nathan's Famous Inc,72.50,1.0,+1.40%,30,0,,,Consumer Cyclica
2BZ.BE,Baozun Inc,1.3900,0.015,+1.09%,101,0,,,Consumer Cyclica
9SH.BE,Shake Shack Inc,65.46,-1.48,-2.21%,1,0,,,Consumer Cyclica
LCR.MU,Las Vegas Sands Corp,53.75,-1.35,-2.45%,2,27,,,Consumer Cyclica
HYU.HA,Hyundai Motor Co,38.50,-0.2,-0.52%,120,3,,,Consumer Cyclica
PPB.HA,Flutter Entertainment PLC,183.00,2.9,+1.61%,12,0,,,Consumer Cyclica
C9F.BE,Chipotle Mexican Grill Inc,"1,869.00",-30.4,-1.60%,5,0,,,Consumer Cyclica
AWG.SG,Asbury Automotive Group Inc,208.00,6.0,+2.97%,0,0,,,Consumer Cyclica
D7A.BE,Aptiv PLC,92.10,-0.84,-0.90%,48,0,,,Consumer Cyclica
RUZ.SG,Universal Entertainment Corp,15.50,-0.2,-1.27%,0,24,,,Consumer Cyclica
C7N.BE,Crocs Inc,104.60,-0.86,-0.82%,50,1,,,Consumer Cyclica
9NF.SG,NFI Group Inc,6.35,-0.05,-0.78%,0,1,,,Consumer Cyclica
0CT.SG,Card Factory PLC,1.0000,-0.026,-2.53%,0,0,,,Consumer Cyclica
8GM.HA,General Motors Co,34.71,0.16,+0.46%,50,0,,,Consumer Cyclica
1YN.SG,YETI Holdings Inc,32.60,-0.6,-1.81%,0,0,,,Consumer Cyclica
CN4.BE,Conn's Inc,3.8400,-0.02,-0.52%,,0,,,Consumer Cyclica
15V.MU,Verkkokauppa.com Oyj,2.7250,0.0,0.00%,650,0,,,Consumer Cyclica
TOMA.DU,Toyota Motor Corp,148.00,-5.0,-3.27%,500,1,,,Consumer Cyclica
LCR.DU,Las Vegas Sands Corp,53.35,-0.5,-0.93%,90,1,,,Consumer Cyclica
INP.DU,International Paper Co,28.93,0.03,+0.10%,100,5,,,Consumer Cyclica
AS7.BE,ANTA Sports Products Ltd,10.60,0.22,+2.14%,800,33,,,Consumer Cyclica
1SG.BE,MasterCraft Boat Holdings Inc,27.60,-0.2,-0.72%,200,4,,,Consumer Cyclica
PL2.SG,Park Lawn Corp,16.60,-0.1,-0.60%,0,2,,,Consumer Cyclica
ED4.SG,EDAG Engineering Group AG,10.60,0.05,+0.47%,0,45,,,Consumer Cyclica
6LGA.MU,Vicinity Motor Corp,0.7730,-0.019,-2.40%,300,17,,,Consumer Cyclica
1HTA.SG,Hyatt Hotels Corp,102.70,-4.25,-3.97%,0,1,,,Consumer Cyclica
VGA.MU,Gildan Activewear Inc,27.80,0.0,0.00%,100,0,,,Consumer Cyclica
OM6.MU,O'Reilly Automotive Inc,843.80,0.8,+0.09%,5,1,,,Consumer Cyclica
8QE.MU,Cazoo Group Ltd,1.3300,0.0,0.00%,5,97,,,Consumer Cyclica
ZM3.BE,Zumiez Inc,13.70,0.3,+2.24%,420,0,,,Consumer Cyclica
HMSB.BE,Hennes & Mauritz AB,12.99,0.66,+5.32%,460,0,,,Consumer Cyclica
TR4.DU,Tractor Supply Co,200.40,1.2,+0.60%,65,0,,,Consumer Cyclica
CN4.DU,Conn's Inc,3.8200,0.02,+0.53%,,0,,,Consumer Cyclica
EP6.BE,El Pollo Loco Holdings Inc,9.05,0.0,0.00%,0,0,,,Consumer Cyclica
1HTA.BE,Hyatt Hotels Corp,102.75,-5.0,-4.64%,8,0,,,Consumer Cyclica
RLS.SG,Rollins Inc,38.00,0.8,+2.15%,0,1,,,Consumer Cyclica
MDH.SG,M.D.C. Holdings Inc,41.00,0.2,+0.49%,0,24,,,Consumer Cyclica
TOM.HM,Toyota Motor Corp,14.84,-0.13,-0.85%,"2,217",74,,,Consumer Cyclica
0R6.SG,Restaurant Brands International Inc,69.52,0.0,0.00%,0,15,,,Consumer Cyclica
HFG.HM,HelloFresh SE,18.25,-0.05,-0.25%,"3,436",190,,,Consumer Cyclica
6F1.DU,Five Below Inc,176.60,2.15,+1.23%,12,0,,,Consumer Cyclica
GKE.DU,Hisense Home Appliances Group Co Ltd,2.0800,-0.025,-1.19%,60,0,,,Consumer Cyclica
1GC.DU,Canada Goose Holdings Inc,15.35,0.09,+0.56%,61,0,,,Consumer Cyclica
44B.BE,Vistry Group PLC,8.55,-0.02,-0.23%,45,0,,,Consumer Cyclica
4C9.BE,CVS Group PLC,25.20,0.4,+1.61%,10,0,,,Consumer Cyclica
T5I0.SG,Mondee Holdings Inc,8.25,0.15,+1.85%,,0,,,Consumer Cyclica
6FE.DU,Six Flags Entertainment Corp,26.00,0.15,+0.58%,2,0,,,Consumer Cyclica
1WO.HA,Workhorse Group Inc,1.0095,0.1013,+11.15%,8,0,,,Consumer Cyclica
LNLB.MU,Li Ning Co Ltd,5.73,0.02,+0.26%,"1,000",0,,,Consumer Cyclica
HDMA.SG,Honda Motor Co Ltd,28.40,-0.6,-2.07%,0,4,,,Consumer Cyclica
P9N.DU,LiveWire Group Inc,9.10,-0.1,-1.09%,,0,,,Consumer Cyclica
1WR.DU,WestRock Co,26.20,-0.2,-0.76%,200,0,,,Consumer Cyclica
MW4.BE,Akwel,13.72,0.1,+0.73%,300,0,,,Consumer Cyclica
C7N.DU,Crocs Inc,104.72,1.16,+1.12%,30,3,,,Consumer Cyclica
SDA.BE,Sealed Air Corp,35.78,-0.19,-0.53%,70,0,,,Consumer Cyclica
BGW.DU,BorgWarner Inc,44.01,0.3,+0.70%,200,0,,,Consumer Cyclica
C0M.HM,Compleo Charging Solutions AG,0.5330,-0.048,-8.26%,"1,100",694,,,Consumer Cyclica
8MI.BE,Minor International PCL,0.8600,-0.01,-1.15%,150,0,,,Consumer Cyclica
OM6.BE,O'Reilly Automotive Inc,843.20,6.8,+0.81%,6,0,,,Consumer Cyclica
9SH.DU,Shake Shack Inc,65.58,-0.64,-0.97%,300,0,,,Consumer Cyclica
BG3.DU,Big 5 Sporting Goods Corp,7.64,-0.02,-0.23%,,0,,,Consumer Cyclica
HMI.HA,Hermes International SA,"1,949.20",-21.8,-1.11%,77,1,,,Consumer Cyclica
02G.DU,Guangzhou Automobile Group Co Ltd,0.5360,-0.015,-2.72%,200,78,,,Consumer Cyclica
GS2C.DU,GameStop Corp,22.64,-0.55,-2.35%,20,8,,,Consumer Cyclica
HDM.SG,Honda Motor Co Ltd,28.66,-0.65,-2.22%,0,24,,,Consumer Cyclica
0YU.HM,Yum China Holdings Inc,54.08,-0.36,-0.66%,35,0,,,Consumer Cyclica
L87A.DU,Li Auto Inc,31.60,0.3,+0.96%,280,4,,,Consumer Cyclica
1NC.DU,Norwegian Cruise Line Holdings Ltd,17.85,0.13,+0.73%,33,11,,,Consumer Cyclica
HY7.BE,Shoprite Holdings Ltd,11.40,-0.1,-0.87%,500,0,,,Consumer Cyclica
SJS.BE,Sypris Solutions Inc,1.7500,0.01,+0.57%,"2,450",42,,,Consumer Cyclica
HDM.SG,Honda Motor Co Ltd,28.66,-0.65,-2.22%,0,24,,,Consumer Cyclica
0YU.HM,Yum China Holdings Inc,54.08,-0.36,-0.66%,35,0,,,Consumer Cyclica
L87A.DU,Li Auto Inc,31.60,0.3,+0.96%,280,4,,,Consumer Cyclica
1NC.DU,Norwegian Cruise Line Holdings Ltd,17.85,0.13,+0.73%,33,11,,,Consumer Cyclica
HAS.SG,Hasbro Inc,56.06,-0.02,-0.04%,0,13,,,Consumer Cyclica
BGT.DU,Bridgestone Corp,38.84,-0.12,-0.31%,13,0,,,Consumer Cyclica
GKE.BE,Hisense Home Appliances Group Co Ltd,2.0850,-0.04,-1.88%,500,19,,,Consumer Cyclica
XGR2.DU,Compass Group PLC,25.40,-0.2,-0.78%,3,0,,,Consumer Cyclica
OHP.DU,Persimmon PLC,13.89,0.24,+1.80%,30,0,,,Consumer Cyclica
GI4.SG,G-III Apparel Group Ltd,18.20,-0.1,-0.55%,0,0,,,Consumer Cyclica
CN4.BE,Conn's Inc,3.8400,-0.02,-0.52%,,0,,,Consumer Cyclica
LWE.MU,Lowe's Companies Inc,199.42,0.0,0.00%,24,0,,,Consumer Cyclica
BUI.SG,Burlington Stores Inc,139.00,3.0,+2.21%,0,1,,,Consumer Cyclica
8MI.BE,Minor International PCL,0.8600,-0.01,-1.15%,150,0,,,Consumer Cyclica
BG3.DU,Big 5 Sporting Goods Corp,7.64,-0.02,-0.23%,,0,,,Consumer Cyclica
HMI.HA,Hermes International SA,"1,949.20",-21.8,-1.11%,77,1,,,Consumer Cyclica
02G.DU,Guangzhou Automobile Group Co Ltd,0.5360,-0.015,-2.72%,200,78,,,Consumer Cyclica
GS2C.DU,GameStop Corp,22.64,-0.55,-2.35%,20,8,,,Consumer Cyclica
2BZA.DU,Baozun Inc,4.1000,-0.06,-1.44%,200,0,,,Consumer Cyclica
L87A.MU,Li Auto Inc,31.40,0.2,+0.64%,50,104,,,Consumer Cyclica
3FU1.BE,Fuxing China Group Ltd,0.3900,-0.004,-1.02%,900,0,,,Consumer Cyclica
MDO.BE,McDonald's Corp,267.70,1.6,+0.60%,1,4,,,Consumer Cyclica
A4N1.HM,Polestar Automotive Holding UK PLC,3.5100,0.12,+3.54%,500,110,,,Consumer Cyclica
SFQ.DU,SAF Holland SE,11.49,-0.1,-0.86%,75,59,,,Consumer Cyclica
DLN.MU,De'Longhi SPA,18.76,-0.63,-3.25%,"1,200",21,,,Consumer Cyclica
8J3.BE,Ebusco Holding NV,8.39,-0.09,-1.12%,10,0,,,Consumer Cyclica
TOB.BE,Tod's SpA,39.24,0.22,+0.56%,300,0,,,Consumer Cyclica
MKO.SG,Capri Holdings Ltd,33.41,-0.04,-0.12%,0,56,,,Consumer Cyclica
FOV.SG,Fountain Set (Holdings) Ltd,0.0670,-0.001,-1.47%,0,0,,,Consumer Cyclica
BMW.HM,Bayerische Motoren Werke AG,110.72,-1.46,-1.30%,239,397,,,Consumer Cyclica
TJW.SG,Light & Wonder Inc,59.00,0.5,+0.85%,0,0,,,Consumer Cyclica
RYV.SG,China Automotive Systems Inc,4.3800,0.02,+0.46%,0,17,,,Consumer Cyclica
HFG0.BE,HelloFresh SE,4.6400,0.1,+2.20%,"1,000",17,,,Consumer Cyclica
VOWB.BE,Volkswagen AG,12.80,-0.2,-1.54%,50,0,,,Consumer Cyclica
RY1B.BE,Sun International Ltd,1.9200,0.05,+2.67%,90,0,,,Consumer Cyclica
GU9.SG,Guess? Inc,18.80,-0.2,-1.05%,0,0,,,Consumer Cyclica
RIT1.BE,Compagnie Financiere Richemont SA,15.30,0.4,+2.68%,276,0,,,Consumer Cyclica
UHRA.BE,The Swatch Group AG,13.60,0.1,+0.74%,70,4,,,Consumer Cyclica
RNL1.BE,Renault SA,7.20,-0.05,-0.69%,200,0,,,Consumer Cyclica
A5S0.BE,Aston Martin Lagonda Global Holdings PLC,3.6200,0.1,+2.84%,200,0,,,Consumer Cyclica
WEW.BE,Westwing Group SE,9.34,0.0,0.00%,4,11,,,Consumer Cyclica
SF3.BE,STS Group AG,5.35,0.1,+1.90%,260,4,,,Consumer Cyclica
VAO.BE,Vapiano SE,0.0625,0.0,0.00%,"1,500",35,,,Consumer Cyclica
SNH.HM,Steinhoff International Holdings NV,0.0174,0.0034,+24.29%,"672,000","53,576",,,Consumer Cyclica
D2JA.SG,Dufry AG,3.9000,-0.02,-0.51%,602,0,,,Consumer Cyclica
DDN.SG,Darden Restaurants Inc,151.80,-2.55,-1.65%,0,1,,,Consumer Cyclica
C7N.SG,Crocs Inc,104.60,1.32,+1.28%,42,34,,,Consumer Cyclica
K8A.SG,Kandi Technologies Group Inc,3.6740,-0.158,-4.12%,0,18,,,Consumer Cyclica
IXD2.BE,Industria De Diseno Textil SA,17.10,-0.2,-1.16%,"1,775",0,,,Consumer Cyclica
LV2B.SG,Levi Strauss & Co,13.65,-0.03,-0.22%,0,80,,,Consumer Cyclica
H9W.SG,Hans-Werner Aufrecht AG,8.20,0.05,+0.61%,0,5,,,Consumer Cyclica
WHR.BE,Whirlpool Corp,133.45,-1.95,-1.44%,2,0,,,Consumer Cyclica
NNZA.SG,Nampak Ltd,0.0285,-0.001,-3.39%,0,0,,,Consumer Cyclica
SZ2.SG,Signet Jewelers Ltd,54.50,1.6,+3.02%,0,1,,,Consumer Cyclica
2B5.SG,BAIC Motor Corp Ltd,0.2426,-0.0016,-0.66%,0,"4,785",,,Consumer Cyclica
L4XA.SG,LightInTheBox Holding Co Ltd,1.1300,0.04,+3.67%,0,17,,,Consumer Cyclica
TGO.SG,Trigano SA,139.60,1.3,+0.94%,0,0,,,Consumer Cyclica
FIT.BE,First Hydrogen Corp,2.1350,0.055,+2.64%,7,771,,,Consumer Cyclica
1VPA.SG,Vipshop Holdings Ltd,16.70,0.3,+1.83%,0,81,,,Consumer Cyclica
MCHA.SG,Michelin,27.41,-0.29,-1.05%,0,0,,,Consumer Cyclica
GPT.SG,Genuine Parts Co,146.90,-0.65,-0.44%,0,0,,,Consumer Cyclica
OSOB.SG,Organizacion Soriana SAB de CV,1.5700,0.1,+6.80%,0,0,,,Consumer Cyclica
MWK.SG,Mohawk Industries Inc,92.00,0.5,+0.55%,0,0,,,Consumer Cyclica
1NC.SG,Norwegian Cruise Line Holdings Ltd,17.56,0.17,+1.01%,475,499,,,Consumer Cyclica
THM.SG,Taylor Morrison Home Corp,43.20,0.4,+0.93%,0,5,,,Consumer Cyclica
GAV.SG,Group 1 Automotive Inc,222.00,6.0,+2.78%,0,2,,,Consumer Cyclica
3XT.BE,Exco Technologies Ltd,5.40,0.05,+0.93%,260,0,,,Consumer Cyclica
HBH.SG,HORNBACH Holding AG and Co KGaA,70.20,-0.05,-0.07%,0,599,,,Consumer Cyclica
MIZ.SG,Mizuno Corp,24.40,-0.2,-0.81%,0,4,,,Consumer Cyclica
WUG3.SG,Westag AG,27.00,0.0,0.00%,0,18,,,Consumer Cyclica
IXD1.DE,Industria De Diseno Textil SA,34.26,-0.54,-1.55%,"3,465","1,237",106.657B,36.68,Consumer Cyclica
8JO.SG,Volvo Car AB,3.8360,0.08,+2.1299%,0,153,,,Consumer Cyclica
A8X.SG,Fiskars Oyj,15.48,0.2,+1.31%,0,4,,,Consumer Cyclica
WM1.SG,Williams-Sonoma Inc,115.20,-0.15,-0.13%,0,6,,,Consumer Cyclica
8XPA.BE,XPeng Inc,10.65,0.05,+0.47%,130,21,,,Consumer Cyclica
013A.HA,JD.com Inc,37.00,1.0,+2.78%,250,0,,,Consumer Cyclica
JP1A.BE,Jakks Pacific Inc,20.20,-0.4,-1.94%,500,0,,,Consumer Cyclica
WDL1.MU,windeln.de SE,0.0604,0.0,0.00%,43,34,,,Consumer Cyclica
N3IA.SG,NIO Inc,8.90,-0.05,-0.50%,"7,839","3,223",,,Consumer Cyclica
2BZA.SG,Baozun Inc,4.2000,0.22,+5.53%,200,224,,,Consumer Cyclica
21Q.MU,WH Smith PLC,18.93,0.0,0.00%,90,1,,,Consumer Cyclica
05B.SG,Hopium SA,1.2640,-0.044,-3.36%,0,76,,,Consumer Cyclica
GR3.BE,Greif Inc,64.00,-2.0,-3.03%,50,0,,,Consumer Cyclica
FMC1.HM,Ford Motor Co,13.21,0.25,+1.90%,415,6,,,Consumer Cyclica
SP9.MU,Spin Master Corp,24.20,0.0,0.00%,650,0,,,Consumer Cyclica
0C6.SG,"CarGurus, Inc.",19.80,-0.4,-1.98%,0,3,2.166B,48.18,Consumer Cyclica
BL8.DU,Ball Corp,49.58,-0.01,-0.02%,95,1,,,Consumer Cyclica
P911.F,Dr. Ing. h.c. F. Porsche AG,115.90,0.85,+0.74%,843,970,,,Consumer Cyclica
54M.F,Motorcar Parts of America Inc,6.05,0.5,+9.01%,5,0,,,Consumer Cyclica
9SH.SG,Shake Shack Inc,65.52,-0.84,-1.27%,0,0,,,Consumer Cyclica
108.SG,Sumitomo Rubber Industries Ltd,8.50,-0.15,-1.73%,0,23,,,Consumer Cyclica
8M8.SG,Vente Unique.Com,10.50,-0.8,-7.08%,0,0,,,Consumer Cyclica
C9F.DU,Chipotle Mexican Grill Inc,"1,871.20",-21.4,-1.13%,3,0,,,Consumer Cyclica
BY6.SG,BYD Co Ltd,31.45,-0.4,-1.24%,"1,780","7,271",,,Consumer Cyclica
SA8A.SG,Sonic Automotive Inc,41.40,0.6,+1.47%,0,0,,,Consumer Cyclica
2PI.SG,Pirelli & C SpA,4.5310,-0.009,-0.20%,0,23,,,Consumer Cyclica
S6L.BE,Shenzhou International Group Holdings Ltd,9.10,-0.05,-0.55%,700,12,,,Consumer Cyclica
YOJ.BE,Z Holdings Corp,2.3200,-0.04,-1.69%,"1,959",0,,,Consumer Cyclica
D00.BE,Dometic Group AB,6.17,-0.08,-1.22%,330,0,,,Consumer Cyclica
VAO.SG,Vapiano SE,0.0555,0.0005,+0.91%,0,"1,122",,,Consumer Cyclica
8JO.SG,Volvo Car AB,3.8360,0.08,+2.13%,0,153,,,Consumer Cyclica
A8X.SG,Fiskars Oyj,15.48,0.2,+1.31%,0,4,,,Consumer Cyclica
SOMB.SG,Stockmann Oyj Abp,2.0450,-0.02,-0.97%,0,0,,,Consumer Cyclica
FIS.BE,Fisker Inc,5.47,-0.01,-0.18%,300,123,,,Consumer Cyclica
4JMA.BE,Jumia Technologies AG,3.4000,-0.14,-3.95%,30,2,,,Consumer Cyclica
V720.SG,Betsson AB,9.27,0.2,+2.21%,0,60,,,Consumer Cyclica
F1F.BE,Farfetch Ltd,5.27,-0.02,-0.38%,100,0,,,Consumer Cyclica
G02.BE,Garrett Motion Inc,6.85,-0.05,-0.72%,50,0,,,Consumer Cyclica
WOF.SG,Wolford AG,4.8000,0.1,+2.13%,0,0,,,Consumer Cyclica
0L2.BE,Unique Fabricating Inc,0.2220,0.006,+2.78%,"1,000",45,,,Consumer Cyclica
CVC1.BE,Carnival Corp,14.75,0.06,+0.41%,502,142,,,Consumer Cyclica
BB2.SG,Burberry Group PLC,26.20,-0.35,-1.32%,0,80,,,Consumer Cyclica
RLS.BE,Rollins Inc,37.80,-0.2,-0.53%,42,0,,,Consumer Cyclica
G2C.BE,Everi Holdings Inc,13.60,0.0,0.00%,10,0,,,Consumer Cyclica
BDT.SG,Bertrandt AG,50.10,-0.2,-0.40%,0,112,,,Consumer Cyclica
H9W.SG,Hans-Werner Aufrecht AG,8.20,0.05,+0.61%,0,5,,,Consumer Cyclica
